sample,DDX11L1_expression,tissue_type
GTEX-WVLH-0011-R11A-SM-3MJFO,0,Cerebellar Hemisphere 
GTEX-WVLH-0011-R1A-SM-4MVOK,0,Hippocampus 
GTEX-WVLH-0011-R4A-SM-3MJFS,0.01679,Amygdala 
GTEX-WVLH-0011-R5A-SM-3MJFW,0,Caudate (basal ganglia) 
GTEX-WVLH-0011-R6A-SM-3MJFZ,0,Nucleus accumbens (basal ganglia) 
GTEX-WVLH-0011-R7A-SM-3MJFB,0.02151,Putamen (basal ganglia) 
GTEX-WVLH-0011-R8A-SM-3MJFC,0,Hypothalamus 
GTEX-WVLH-2926-SM-3MJG5,0.02241,Cerebellum 
GTEX-WVLH-3026-SM-3MJG9,0,Cortex 
GTEX-WWYW-0011-R10A-SM-3NB35,0,Frontal Cortex (BA9) 
GTEX-WWYW-0011-R11A-SM-3NB38,0.04092,Cerebellar Hemisphere 
GTEX-WWYW-0011-R1A-SM-3TW8G,0,Hippocampus 
GTEX-WWYW-0011-R5A-SM-3NB3E,0.01594,Caudate (basal ganglia) 
GTEX-WWYW-0011-R6A-SM-3NB3G,0,Nucleus accumbens (basal ganglia) 
GTEX-WWYW-0011-R7A-SM-3NB3H,0,Putamen (basal ganglia) 
GTEX-WWYW-0011-R8A-SM-3NB3S,0,Hypothalamus 
GTEX-WWYW-3026-SM-3NB36,0.02166,Cerebellum 
GTEX-WWYW-3126-SM-3NB39,0.01621,Cortex 
GTEX-WZTO-0011-R10B-SM-4E3KB,0,Frontal Cortex (BA9) 
GTEX-WZTO-0011-R11A-SM-4E3K9,0.02548,Cerebellar Hemisphere 
GTEX-WZTO-0011-R1B-SM-3NMAR,0,Hippocampus 
GTEX-WZTO-0011-R3B-SM-3NMC6,0,Anterior cingulate cortex (BA24) 
GTEX-WZTO-0011-R4A-SM-3NMC7,0.01599,Amygdala 
GTEX-WZTO-0011-R5B-SM-3NMC5,0,Caudate (basal ganglia) 
GTEX-WZTO-0011-R6B-SM-4E3J6,0,Nucleus accumbens (basal ganglia) 
GTEX-WZTO-0011-R7B-SM-4E3IS,0,Putamen (basal ganglia) 
GTEX-WZTO-0011-R8A-SM-4E3II,0.01731,Hypothalamus 
GTEX-WZTO-2826-SM-3NM8P,0,Cerebellum 
GTEX-WZTO-2926-SM-3NM9I,0,Cortex 
GTEX-X261-0011-R10B-SM-4E3JT,0.0139,Frontal Cortex (BA9) 
GTEX-X261-0011-R11A-SM-4E3JY,0.0453,Cerebellar Hemisphere 
GTEX-X261-0011-R5A-SM-3NMB4,0,Caudate (basal ganglia) 
GTEX-X261-0011-R6B-SM-4E3J8,0,Nucleus accumbens (basal ganglia) 
GTEX-X261-0011-R7A-SM-4E3JJ,0.01157,Putamen (basal ganglia) 
GTEX-X261-0011-R8A-SM-4E3I5,0.01759,Hypothalamus 
GTEX-X261-3126-SM-4PQZC,0.03642,Cerebellum 
GTEX-X4EP-0011-R10B-SM-4QASJ,0,Frontal Cortex (BA9) 
GTEX-X4EP-0011-R11B-SM-4QASK,0,Cerebellar Hemisphere 
GTEX-X4EP-0011-R1A-SM-3P624,0,Hippocampus 
GTEX-X4EP-0011-R3A-SM-3P626,0,Anterior cingulate cortex (BA24) 
GTEX-X4EP-0011-R4B-SM-3P627,0,Amygdala 
GTEX-X4EP-0011-R6A-SM-3P629,0,Nucleus accumbens (basal ganglia) 
GTEX-X4EP-0011-R8B-SM-4QASL,0,Hypothalamus 
GTEX-X4EP-3026-SM-3P5YP,0.06804,Cerebellum 
GTEX-X4XX-0011-R10B-SM-46MWO,0.03089,Frontal Cortex (BA9) 
GTEX-X4XX-0011-R11A-SM-46MWQ,0.07423,Cerebellar Hemisphere 
GTEX-X4XX-0011-R1B-SM-3P622,0.01266,Hippocampus 
GTEX-X4XX-0011-R2A-SM-3P623,0.02251,Substantia nigra 
GTEX-X4XX-0011-R3B-SM-46MWK,0,Anterior cingulate cortex (BA24) 
GTEX-X4XX-0011-R4B-SM-46MWL,0.03951,Amygdala 
GTEX-X4XX-0011-R5A-SM-46MWN,0.0777,Caudate (basal ganglia) 
GTEX-X4XX-0011-R6B-SM-46MWP,0,Nucleus accumbens (basal ganglia) 
GTEX-X4XX-0011-R8B-SM-46MWM,0,Hypothalamus 
GTEX-X4XX-2926-SM-3NMB1,0.04321,Cerebellum 
GTEX-X4XX-3026-SM-3NMB2,0,Cortex 
GTEX-X4XY-0011-R10B-SM-46MWS,0,Frontal Cortex (BA9) 
GTEX-X4XY-0011-R3B-SM-EXOHI,0,Anterior cingulate cortex (BA24) 
GTEX-X4XY-0011-R6B-SM-46MVB,0,Nucleus accumbens (basal ganglia) 
GTEX-X4XY-0011-R8A-SM-46MVC,0,Hypothalamus 
GTEX-X4XY-3026-SM-EWRM9,0.02677,Cortex 
GTEX-X585-0011-R10A-SM-46MUY,0,Frontal Cortex (BA9) 
GTEX-X585-0011-R11B-SM-46MUZ,0,Cerebellar Hemisphere 
GTEX-X585-0011-R1B-SM-46MVE,0,Hippocampus 
GTEX-X585-0011-R2B-SM-46MVF,0,Substantia nigra 
GTEX-X585-0011-R3B-SM-46MVG,0,Anterior cingulate cortex (BA24) 
GTEX-X585-0011-R4B-SM-46MVH,0,Amygdala 
GTEX-X585-0011-R5A-SM-46MVI,0,Caudate (basal ganglia) 
GTEX-X585-0011-R6A-SM-46MVJ,0,Nucleus accumbens (basal ganglia) 
GTEX-X585-0011-R8A-SM-46MUX,0,Hypothalamus 
GTEX-X585-3026-SM-46MWF,0,Cortex 
GTEX-XLM4-0011-R10A-SM-4AT5P,0,Frontal Cortex (BA9) 
GTEX-XLM4-0011-R2B-SM-4AT5Z,0,Substantia nigra 
GTEX-XLM4-0011-R3B-SM-4AT6E,0,Anterior cingulate cortex (BA24) 
GTEX-XLM4-0011-R4B-SM-4AT5C,0.02988,Amygdala 
GTEX-XLM4-0011-R6A-SM-4AT4B,0.02262,Nucleus accumbens (basal ganglia) 
GTEX-XLM4-0011-R7A-SM-4AT5L,0,Putamen (basal ganglia) 
GTEX-XLM4-0011-R8A-SM-4AT44,0,Hypothalamus 
GTEX-XLM4-0011-R9A-SM-4AT45,0,Spinal cord (cervical c-1) 
GTEX-XLM4-2926-SM-4AT59,0,Cerebellum 
GTEX-XLM4-3026-SM-4AT6L,0,Cortex 
GTEX-XMD1-0011-R10A-SM-4AT4A,0.02728,Frontal Cortex (BA9) 
GTEX-XMD1-0011-R11A-SM-4AT5J,0,Cerebellar Hemisphere 
GTEX-XMD1-0011-R1A-SM-4AT4C,0,Hippocampus 
GTEX-XMD1-0011-R2B-SM-4AT5N,0,Substantia nigra 
GTEX-XMD1-0011-R3B-SM-4AT5R,0,Anterior cingulate cortex (BA24) 
GTEX-XMD1-0011-R5A-SM-4AT47,0,Caudate (basal ganglia) 
GTEX-XMD1-0011-R6A-SM-4AT5K,0,Nucleus accumbens (basal ganglia) 
GTEX-XMD1-0011-R8A-SM-4AT48,0,Hypothalamus 
GTEX-XMD1-0011-R9A-SM-4AT49,0.03665,Spinal cord (cervical c-1) 
GTEX-XMD1-2826-SM-4AT5F,0,Cerebellum 
GTEX-Y111-2726-SM-4TT3N,0,Cortex 
GTEX-Y111-2826-SM-4TT3O,0,Cerebellum 
GTEX-Y8DK-0011-R10A-SM-4SOK1,0,Frontal Cortex (BA9) 
GTEX-Y8DK-0011-R11A-SM-4SOK2,0,Cerebellar Hemisphere 
GTEX-Y8DK-0011-R1A-SM-4RGLO,0,Hippocampus 
GTEX-Y8DK-0011-R3A-SM-4RTW5,0.04326,Anterior cingulate cortex (BA24) 
GTEX-Y8DK-0011-R4A-SM-EXUR1,0,Amygdala 
GTEX-Y8DK-0011-R5B-SM-4RTW6,0,Caudate (basal ganglia) 
GTEX-Y8DK-0011-R6A-SM-4V6EG,0.01662,Nucleus accumbens (basal ganglia) 
GTEX-Y8DK-0011-R7A-SM-4SOJZ,0.06117,Putamen (basal ganglia) 
GTEX-Y8DK-0011-R8B-SM-EYYVQ,0.01534,Hypothalamus 
GTEX-Y8DK-0726-SM-4TT3S,0.04983,Cerebellum 
GTEX-Y8DK-0826-SM-4TT3T,0,Cortex 
GTEX-YFC4-0011-R10a-SM-4SOK5,0,Frontal Cortex (BA9) 
GTEX-YFC4-0011-R11a-SM-4SOK6,0,Cerebellar Hemisphere 
GTEX-YFC4-0011-R1a-SM-4V6EH,0.013,Hippocampus 
GTEX-YFC4-0011-R2a-SM-4V6DZ,0,Substantia nigra 
GTEX-YFC4-0011-R3a-SM-4RGLP,0.01885,Anterior cingulate cortex (BA24) 
GTEX-YFC4-0011-R4a-SM-4RGLQ,0.01619,Amygdala 
GTEX-YFC4-0011-R5a-SM-4RGLR,0.02535,Caudate (basal ganglia) 
GTEX-YFC4-0011-R6b-SM-4V6E1,0.01721,Nucleus accumbens (basal ganglia) 
GTEX-YFC4-0011-R7b-SM-4V6E2,0.01271,Putamen (basal ganglia) 
GTEX-YFC4-0011-R8a-SM-4SOK3,0,Hypothalamus 
GTEX-YFC4-0011-R9a-SM-4SOK4,0,Spinal cord (cervical c-1) 
GTEX-YFC4-3026-SM-5IFJK,0,Cerebellum 
GTEX-YFC4-3126-SM-5PNV6,0,Cortex 
GTEX-YJ89-0011-R10a-SM-4SOK9,0,Frontal Cortex (BA9) 
GTEX-YJ89-0011-R11a-SM-4SOKA,0.02749,Cerebellar Hemisphere 
GTEX-YJ89-0011-R1a-SM-4RGLS,0.03374,Hippocampus 
GTEX-YJ89-0011-R2b-SM-4RGLT,0.01697,Substantia nigra 
GTEX-YJ89-0011-R3b-SM-4V6EF,0,Anterior cingulate cortex (BA24) 
GTEX-YJ89-0011-R5a-SM-4V6GM,0.01129,Caudate (basal ganglia) 
GTEX-YJ89-0011-R6a-SM-4V6GN,0,Nucleus accumbens (basal ganglia) 
GTEX-YJ89-0011-R7a-SM-4V6GO,0,Putamen (basal ganglia) 
GTEX-YJ89-0011-R8b-SM-4SOK8,0,Hypothalamus 
GTEX-YJ89-0011-R9a-SM-4SOK7,0.04834,Spinal cord (cervical c-1) 
GTEX-YJ89-2926-SM-5P9IT,0.0177,Cerebellum 
GTEX-YJ89-3026-SM-5IFJI,0,Cortex 
GTEX-Z93S-0011-R10a-SM-4RGNM,0,Frontal Cortex (BA9) 
GTEX-Z93S-0011-R11a-SM-4RGNN,0,Cerebellar Hemisphere 
GTEX-Z93S-0011-R2a-SM-4RGNG,0,Substantia nigra 
GTEX-Z93S-0011-R3b-SM-4RGNH,0,Anterior cingulate cortex (BA24) 
GTEX-Z93S-0011-R5b-SM-4RGNI,0,Caudate (basal ganglia) 
GTEX-Z93S-0011-R6b-SM-4RGNJ,0,Nucleus accumbens (basal ganglia) 
GTEX-Z93S-0011-R7b-SM-4RGNK,0,Putamen (basal ganglia) 
GTEX-Z93S-0011-R8a-SM-4RGNL,0,Hypothalamus 
GTEX-Z93S-2826-SM-57WBL,0,Cerebellum 
GTEX-Z93S-2926-SM-57WB9,0,Cortex 
GTEX-ZAB4-0011-R10a-SM-4SOKH,0,Frontal Cortex (BA9) 
GTEX-ZAB4-0011-R11a-SM-4SOKI,0,Cerebellar Hemisphere 
GTEX-ZAB4-0011-R1a-SM-4RGNO,0,Hippocampus 
GTEX-ZAB4-0011-R2a-SM-4RGNP,0.02824,Substantia nigra 
GTEX-ZAB4-0011-R3a-SM-4RGNQ,0,Anterior cingulate cortex (BA24) 
GTEX-ZAB4-0011-R4a-SM-4SOKB,0.04677,Amygdala 
GTEX-ZAB4-0011-R5a-SM-4SOKC,0.02357,Caudate (basal ganglia) 
GTEX-ZAB4-0011-R6a-SM-4SOKD,0,Nucleus accumbens (basal ganglia) 
GTEX-ZAB4-0011-R7a-SM-4SOKE,0.02635,Putamen (basal ganglia) 
GTEX-ZAB4-0011-R8b-SM-4SOKF,0,Hypothalamus 
GTEX-ZAB4-0011-R9a-SM-4SOKG,0.0254,Spinal cord (cervical c-1) 
GTEX-ZAB4-2926-SM-57WCV,0,Cerebellum 
GTEX-ZAJG-3026-SM-5HL92,0.03319,Cerebellum 
GTEX-ZAJG-3126-SM-5HL9J,0,Cortex 
GTEX-ZAK1-0011-R4a-SM-6AJBK,0,Amygdala 
GTEX-ZAK1-2926-SM-5HL9S,0,Cerebellum 
GTEX-ZAK1-3026-SM-5S2MJ,0,Cortex 
GTEX-ZDXO-0011-R10a-SM-4WWD8,0,Frontal Cortex (BA9) 
GTEX-ZDXO-0011-R11a-SM-4WWD9,0,Cerebellar Hemisphere 
GTEX-ZDXO-0011-R1a-SM-4WKF4,0,Hippocampus 
GTEX-ZDXO-0011-R2b-SM-4WKFG,0,Substantia nigra 
GTEX-ZDXO-0011-R3a-SM-4WKFS,0.01874,Anterior cingulate cortex (BA24) 
GTEX-ZDXO-0011-R5a-SM-4WKG5,0,Caudate (basal ganglia) 
GTEX-ZDXO-0011-R6a-SM-4WWCT,0.05108,Nucleus accumbens (basal ganglia) 
GTEX-ZDXO-0011-R7a-SM-4WWCU,0,Putamen (basal ganglia) 
GTEX-ZDXO-0011-R8a-SM-4WWD7,0,Hypothalamus 
GTEX-ZDXO-2126-SM-4WKFI,0.01837,Cortex 
GTEX-ZDXO-2926-SM-4WKFM,0.03163,Cerebellum 
GTEX-ZE7O-0011-R10a-SM-57WAZ,0,Frontal Cortex (BA9) 
GTEX-ZE7O-0011-R11a-SM-57WBC,0,Cerebellar Hemisphere 
GTEX-ZE7O-0011-R1a-SM-57WDM,0.009468,Hippocampus 
GTEX-ZE7O-0011-R5a-SM-57WBO,0.01956,Caudate (basal ganglia) 
GTEX-ZE7O-0011-R6a-SM-57WCI,0,Nucleus accumbens (basal ganglia) 
GTEX-ZE7O-0011-R7a-SM-57WCU,0,Putamen (basal ganglia) 
GTEX-ZE7O-3126-SM-5HL5X,0,Cortex 
GTEX-ZE9C-0011-R11a-SM-4WKGG,0,Cerebellar Hemisphere 
GTEX-ZE9C-0011-R2a-SM-4WKGH,0,Substantia nigra 
GTEX-ZE9C-0011-R3a-SM-4WKGT,0,Anterior cingulate cortex (BA24) 
GTEX-ZE9C-0011-R4a-SM-4WKH6,0,Amygdala 
GTEX-ZE9C-0011-R5a-SM-5EGLO,0,Caudate (basal ganglia) 
GTEX-ZE9C-0011-R6a-SM-4WWCW,0.0152,Nucleus accumbens (basal ganglia) 
GTEX-ZE9C-0011-R7a-SM-4WWCX,0.01529,Putamen (basal ganglia) 
GTEX-ZE9C-0011-R9a-SM-4WWCY,0,Spinal cord (cervical c-1) 
GTEX-ZE9C-3026-SM-4WKHB,0,Cortex 
GTEX-ZF28-0011-R10a-SM-4WWEH,0.01776,Frontal Cortex (BA9) 
GTEX-ZF28-0011-R11a-SM-4WWEI,0,Cerebellar Hemisphere 
GTEX-ZF28-0011-R1a-SM-4WWD1,0,Hippocampus 
GTEX-ZF28-0011-R3a-SM-4WWDA,0,Anterior cingulate cortex (BA24) 
GTEX-ZF28-0011-R5a-SM-4WWCZ,0,Caudate (basal ganglia) 
GTEX-ZF28-0011-R6a-SM-4WKHI,0,Nucleus accumbens (basal ganglia) 
GTEX-ZF28-0011-R7a-SM-4WKF5,0,Putamen (basal ganglia) 
GTEX-ZF28-0011-R8a-SM-4WWFW,0,Hypothalamus 
GTEX-ZF28-0011-R9a-SM-4WWDY,0,Spinal cord (cervical c-1) 
GTEX-ZF28-2926-SM-4WKG1,0,Cerebellum 
GTEX-ZF28-3026-SM-4WKHP,0,Cortex 
GTEX-ZUA1-0011-R10a-SM-51MT6,0,Frontal Cortex (BA9) 
GTEX-ZUA1-0011-R11b-SM-51MTI,0,Cerebellar Hemisphere 
GTEX-ZUA1-0011-R1a-SM-4YCE2,0,Hippocampus 
GTEX-ZUA1-0011-R3a-SM-4YCEE,0,Anterior cingulate cortex (BA24) 
GTEX-ZUA1-0011-R5b-SM-51MTG,0,Caudate (basal ganglia) 
GTEX-ZUA1-0011-R6b-SM-4YCDD,0.04989,Nucleus accumbens (basal ganglia) 
GTEX-ZUA1-0011-R7b-SM-4YCDP,0,Putamen (basal ganglia) 
GTEX-ZUA1-0011-R8b-SM-51MST,0,Hypothalamus 
GTEX-ZUA1-2926-SM-59HL3,0,Cerebellum 
GTEX-ZUA1-3026-SM-59HJC,0,Cortex 
GTEX-ZV68-0011-R10a-SM-51MT7,0.01256,Frontal Cortex (BA9) 
GTEX-ZV68-0011-R2a-SM-4YCDK,0,Substantia nigra 
GTEX-ZV68-0011-R5a-SM-4YCDW,0,Caudate (basal ganglia) 
GTEX-ZV68-0011-R6a-SM-51MSR,0,Nucleus accumbens (basal ganglia) 
GTEX-ZV68-0011-R7a-SM-51MT4,0.02856,Putamen (basal ganglia) 
GTEX-ZVT3-0011-R10b-SM-57WB6,0.02404,Frontal Cortex (BA9) 
GTEX-ZVT3-0011-R11b-SM-57WBI,0.02946,Cerebellar Hemisphere 
GTEX-ZVT3-0011-R3b-SM-51MTJ,0.01302,Anterior cingulate cortex (BA24) 
GTEX-ZVT3-0011-R5a-SM-51MSI,0,Caudate (basal ganglia) 
GTEX-ZVT3-0011-R6a-SM-51MSU,0,Nucleus accumbens (basal ganglia) 
GTEX-ZVT3-0011-R7a-SM-57WCO,0.01167,Putamen (basal ganglia) 
GTEX-ZVT3-0011-R8b-SM-57WDJ,0,Hypothalamus 
GTEX-ZVT3-2926-SM-5GU6M,0,Cerebellum 
GTEX-ZVT3-3026-SM-5E43N,0.03554,Cortex 
GTEX-ZVZQ-0011-R10b-SM-51MRT,0.01716,Frontal Cortex (BA9) 
GTEX-ZVZQ-0011-R11a-SM-51MS6,0.05961,Cerebellar Hemisphere 
GTEX-ZVZQ-0011-R1a-SM-57WBU,0.01952,Hippocampus 
GTEX-ZVZQ-0011-R3a-SM-57WC7,0,Anterior cingulate cortex (BA24) 
GTEX-ZVZQ-0011-R4b-SM-57WCZ,0,Amygdala 
GTEX-ZVZQ-0011-R5b-SM-57WDC,0.03255,Caudate (basal ganglia) 
GTEX-ZVZQ-0011-R6b-SM-57WAY,0,Nucleus accumbens (basal ganglia) 
GTEX-ZVZQ-0011-R7b-SM-57WBB,0,Putamen (basal ganglia) 
GTEX-ZVZQ-0011-R8a-SM-51MR5,0,Hypothalamus 
GTEX-ZVZQ-0011-R9a-SM-51MRH,0,Spinal cord (cervical c-1) 
GTEX-ZXG5-0011-R10a-SM-57WDD,0,Frontal Cortex (BA9) 
GTEX-ZXG5-0011-R5b-SM-57WBN,0.01316,Caudate (basal ganglia) 
GTEX-ZXG5-0011-R6a-SM-57WBZ,0.01139,Nucleus accumbens (basal ganglia) 
GTEX-ZXG5-0011-R7b-SM-57WCC,0,Putamen (basal ganglia) 
GTEX-ZXG5-0011-R8a-SM-57WD1,0.006319,Hypothalamus 
GTEX-ZYFD-2926-SM-5GID9,0,Cerebellum 
GTEX-ZYFD-3026-SM-5E44C,0,Cortex 
GTEX-ZYY3-3026-SM-5GIEJ,0.02613,Cerebellum 
GTEX-ZYY3-3126-SM-5SI9L,0,Cortex 
GTEX-ZZPT-2926-SM-5EQ5S,0.03126,Cerebellum 
GTEX-ZZPT-3026-SM-5GZXH,0.01874,Cortex 
